0.0370799	-1.03297	
0.0373988	-1.03297	
0.0373988	-1.03297	
0.0373988	-1.03297	
0.0373988	-1.0331	
0.0373988	-1.03323	
0.0377178	-1.03335	
0.0380367	-1.03355	
0.0383557	-1.03374	
0.0393125	-1.03393	
0.0402694	-1.03419	
0.0415452	-1.03438	
0.04314	-1.03458	
0.0447347	-1.0347	
0.0463295	-1.03483	
0.0482432	-1.03496	
0.0507948	-1.03496	
0.0533465	-1.03496	
0.056217	-1.03483	
0.0594066	-1.03464	
0.0629151	-1.03432	
0.0667425	-1.03387	
0.0705699	-1.03329	
0.0747163	-1.03252	
0.0788627	-1.03149	
0.0833281	-1.03033	
0.0874745	-1.02892	
0.0919398	-1.02725	
0.0964052	-1.02538	
0.100871	-1.0232	
0.105336	-1.02075	
0.109482	-1.01805	
0.113629	-1.01503	
0.117775	-1.01169	
0.121921	-1.00802	
0.125749	-1.00404	
0.129576	-0.999729	
0.133085	-0.995036	
0.136274	-0.989957	
0.139145	-0.984556	
0.142015	-0.978705	
0.144567	-0.972405	
0.147119	-0.965718	
0.149032	-0.958582	
0.150946	-0.950995	
0.15286	-0.942895	
0.154455	-0.934279	
0.156368	-0.925214	
0.157963	-0.91557	
0.159877	-0.905348	
0.161472	-0.894611	
0.163385	-0.88336	
0.16498	-0.87153	
0.166575	-0.859122	
0.167851	-0.846135	
0.169127	-0.832569	
0.170402	-0.818425	
0.171678	-0.803702	
0.172635	-0.788465	
0.173592	-0.772584	
0.17423	-0.756254	
0.174868	-0.739281	
0.174868	-0.721793	
0.174868	-0.703792	
0.174549	-0.68534	
0.17423	-0.666309	
0.173273	-0.646829	
0.171997	-0.626898	
0.170083	-0.606582	
0.167851	-0.585815	
0.16498	-0.564663	
0.161791	-0.543189	
0.157963	-0.52133	
0.153498	-0.499149	
0.149032	-0.476647	
0.143929	-0.453823	
0.138188	-0.430742	
0.132128	-0.407404	
0.125749	-0.383809	
0.118732	-0.360021	
0.111396	-0.33604	
0.103741	-0.311866	
0.0960862	-0.287563	
0.0881124	-0.263068	
0.0798196	-0.238508	
0.0712079	-0.21382	
0.0622772	-0.189003	
0.0536654	-0.164186	
0.0447347	-0.139305	
0.035804	-0.11436	
0.0271923	-0.0893499	
0.0182616	-0.0644045	
0.00964987	-0.0394591	
0.00103813	-0.0145137	
-0.00661675	0.0103674	
-0.0145906	0.0352486	
-0.0222455	0.0600654	
-0.0299003	0.0847536	
-0.0372363	0.109442	
-0.0445722	0.134002	
-0.0512702	0.158433	
-0.0582872	0.182799	
-0.0646663	0.206973	
-0.0710453	0.231083	
-0.0774244	0.255064	
-0.0834845	0.278852	
-0.0895446	0.302512	
-0.0956047	0.326043	
-0.101346	0.349381	
-0.107406	0.372526	
-0.113147	0.395543	
-0.118888	0.418302	
-0.124629	0.440933	
-0.13069	0.463371	
-0.136431	0.485616	
-0.142172	0.507668	
-0.147594	0.529464	
-0.152697	0.551066	
-0.157482	0.572475	
-0.161947	0.593627	
-0.166093	0.614522	
-0.169602	0.635224	
-0.172791	0.655605	
-0.175343	0.675793	
-0.177576	0.695659	
-0.179489	0.715268	
-0.181084	0.73462	
-0.182041	0.753651	
-0.183317	0.772424	
-0.183955	0.790876	
-0.184593	0.809071	
-0.184912	0.82688	
-0.184912	0.844432	
-0.184912	0.861662	
-0.184274	0.878571	
-0.183955	0.895158	
-0.183636	0.911424	
-0.183317	0.927304	
-0.183317	0.942863	
-0.183636	0.9581	
-0.184274	0.973016	
-0.184912	0.987482	
-0.185869	1.00169	
-0.186506	1.01551	
-0.187144	1.02895	
-0.187463	1.04213	
-0.188101	1.05486	
-0.188739	1.06727	
-0.189058	1.07936	
-0.189377	1.09106	
-0.189377	1.10237	
-0.189058	1.11337	
-0.188739	1.12404	
-0.188101	1.13433	
-0.187463	1.14429	
-0.186825	1.15387	
-0.186187	1.16306	
-0.185231	1.17194	
-0.184593	1.18042	
-0.183636	1.18859	
-0.182679	1.19637	
-0.181403	1.20383	
-0.179808	1.2109	
-0.178214	1.21758	
-0.1763	1.22395	
-0.174705	1.22993	
-0.172791	1.23552	
-0.171197	1.24079	
-0.169602	1.24574	
-0.168326	1.25024	
-0.166731	1.25442	
-0.164818	1.25828	
-0.163223	1.26175	
-0.161309	1.26484	
-0.159395	1.26767	
-0.157482	1.27011	
-0.155887	1.27223	
-0.153973	1.27403	
-0.152378	1.27551	
-0.151103	1.27667	
-0.149827	1.2775	
-0.149189	1.27802	
-0.14887	1.27821	
-0.14887	1.27815	
-0.14887	1.27776	
-0.149508	1.27712	
-0.150146	1.27622	
-0.151103	1.275	
-0.152059	1.27352	
-0.153016	1.27172	
-0.154292	1.26966	
-0.155568	1.26741	
-0.156525	1.26484	
-0.157482	1.26207	
-0.15812	1.25905	
-0.158439	1.25577	
-0.158757	1.2523	
-0.158757	1.24857	
-0.158439	1.24465	
-0.15812	1.24047	
-0.157482	1.23616	
-0.156525	1.2316	
-0.155568	1.22691	
-0.154292	1.22202	
-0.153335	1.21694	
-0.152059	1.21167	
-0.151103	1.20633	
-0.149827	1.2008	
-0.148551	1.19515	
-0.147275	1.18936	
-0.145999	1.18338	
-0.144724	1.17734	
-0.143448	1.17123	
-0.142172	1.16493	
-0.141215	1.15856	
-0.139939	1.15207	
-0.138982	1.14551	
-0.137707	1.13883	
-0.136431	1.13208	
-0.135155	1.12526	
-0.13356	1.11838	
-0.131965	1.11144	
-0.130371	1.10443	
-0.128457	1.09736	
-0.126224	1.09029	
-0.123673	1.08308	
-0.12144	1.07588	
-0.119526	1.06862	
-0.117613	1.06129	
-0.116337	1.05396	
-0.115699	1.0465	
-0.11538	1.03911	
-0.115061	1.03165	
-0.114742	1.02413	
-0.115061	1.01654	
-0.11538	1.00889	
-0.115699	1.00124	
-0.116656	0.993525	
-0.117931	0.98581	
-0.119207	0.977967	
-0.120483	0.970123	
-0.122078	0.962215	
-0.123035	0.954243	
-0.123673	0.946206	
-0.124311	0.938106	
-0.124311	0.92994	
-0.124311	0.921775	
-0.123992	0.913482	
-0.123673	0.905188	
-0.123035	0.89683	
-0.122397	0.888408	
-0.121759	0.879985	
-0.120483	0.871434	
-0.119207	0.862883	
-0.117613	0.854333	
-0.116018	0.845653	
-0.114104	0.836974	
-0.112509	0.82823	
-0.110914	0.819486	
-0.10932	0.810678	
-0.108363	0.801806	
-0.107725	0.792933	
-0.107087	0.784061	
-0.107087	0.775124	
-0.106768	0.766124	
-0.107087	0.757123	
-0.107087	0.747993	
